identifier,identifier 2,identifier_filename,repository,repository_location,collection_identifier,collection,title,name,name_authority,name_type,name_role,item_type,internet_media_type,form,form_URI,extent,abstract,date_text,date_single/start,date_end,date_qualifier,shelf_locator,subject_broad_local,subject_lcsh,subject_lcsh_authority,subject_lcsh_URI,subject_lcsh 2,subject_lcsh_authority 2,subject_lcsh_URI 2,subject_name 1,subject_name_URI 1,subject_name 2,subject_name_URI 2,subject_geographic 1,subject_geographic_URI 1,subject_geographic_coordinates 1,subject_geographic 2,subject_geographic_URI 2,subject_geographic_coordinates 2,project_title,project_URL,Column,Column2,rights,record_source,record_creation_date,cd_phase
cDanielSports:77,daniel_Sports_0079,0012_003299_001207_0001,"University of Tennessee, Knoxville. Special Collections","James D. Hoskins Library, Room 200 , Knoxville, Tennessee, 37996-4006",MS.3526,"Charlie Daniel Editorial Cartoon Collection, 1951-2012",The Spirit of Smokey Past,"Daniel, Charles R. (Charlie), Jr., 1930",,personal,Creator,still image,image/jpeg,,,,,,,,,Sports,Sports,UT Athletic Director,,,,,,,,,,,,,,,,charliedaniel,http://digital.lib.utk.edu/collections/danielcartooncollection,http://digital.lib.utk.edu/collections/islandora/object/cDanielSports%3A77,http://digital.lib.utk.edu/collections/islandora/object/cDanielSports%3A77/datastream/TN/view/The%20Spirit%20of%20Smokey%20Past.jpg,"The copyright interests in this collection remain with the creator. For more information contact The University of Tennessee Libraries, Special Collections, Knoxville.","The University of Tennessee Libraries, Knoxville",2014-11-20T20:56:22Z,Phase 1
cDanielNatPol:206,daniel_NationalPolitics_0216,0012_003299_000980_0001,"University of Tennessee, Knoxville. Special Collections","James D. Hoskins Library, Room 200 , Knoxville, Tennessee, 37996-4006",MS.3526,"Charlie Daniel Editorial Cartoon Collection, 1951-2012","Shhh, I think I'm gaining on him.","Daniel, Charles R. (Charlie), Jr., 1930",,personal,Creator,still image,image/jpeg,,,,,,,,,National Politics,National Politics,Democrats,,,Billie Sol,,,,,,,,,,,,,charliedaniel,http://digital.lib.utk.edu/collections/danielcartooncollection,http://digital.lib.utk.edu/collections/islandora/object/cDanielNatPol%3A206,http://digital.lib.utk.edu/collections/islandora/object/cDanielNatPol%3A206/datastream/TN/view/Shhh%2C%20I%20think%20I%27m%20gaining%20on%20him..jpg,"The copyright interests in this collection remain with the creator. For more information contact The University of Tennessee Libraries, Special Collections, Knoxville.","The University of Tennessee Libraries, Knoxville",2014-11-20T20:56:22Z,Phase 1
cDanielNatPol:217,daniel_NationalPolitics_0228,0012_003299_000991_0001,"University of Tennessee, Knoxville. Special Collections","James D. Hoskins Library, Room 200 , Knoxville, Tennessee, 37996-4006",MS.3526,"Charlie Daniel Editorial Cartoon Collection, 1951-2012","Hear no letter, see no letter, speak no letter.","Daniel, Charles R. (Charlie), Jr., 1930",,personal,Creator,still image,image/jpeg,,,,,1964,1964,,,National Politics,National Politics,William Scranton,,,Barry Goldwater,,,,,,,,,,,,,charliedaniel,http://digital.lib.utk.edu/collections/danielcartooncollection,http://digital.lib.utk.edu/collections/islandora/object/cDanielNatPol%3A217,http://digital.lib.utk.edu/collections/islandora/object/cDanielNatPol%3A217/datastream/TN/view/Hear%20no%20letter%2C%20see%20no%20letter%2C%20speak%20no%20letter..jpg,"The copyright interests in this collection remain with the creator. For more information contact The University of Tennessee Libraries, Special Collections, Knoxville.","The University of Tennessee Libraries, Knoxville",2014-11-20T20:56:22Z,Phase 1
cDanielSports:26,daniel_Sports_0028,0012_003299_001156_0001,"University of Tennessee, Knoxville. Special Collections","James D. Hoskins Library, Room 200 , Knoxville, Tennessee, 37996-4006",MS.3526,"Charlie Daniel Editorial Cartoon Collection, 1951-2012",Who's flavored in UT's game?,"Daniel, Charles R. (Charlie), Jr., 1930",,personal,Creator,still image,image/jpeg,,,,,,,,,Sports,Sports,UT Sports,,,,,,,,,,,,,,,,charliedaniel,http://digital.lib.utk.edu/collections/danielcartooncollection,http://digital.lib.utk.edu/collections/islandora/object/cDanielSports%3A26,http://digital.lib.utk.edu/collections/islandora/object/cDanielSports%3A26/datastream/TN/view/Who%27s%20flavored%20in%20UT%27s%20game%3F.jpg,"The copyright interests in this collection remain with the creator. For more information contact The University of Tennessee Libraries, Special Collections, Knoxville.","The University of Tennessee Libraries, Knoxville",2014-11-20T20:56:22Z,Phase 1
cDanielTenn:144,daniel_Tennessee_0155,0012_003299_001568_0001,"University of Tennessee, Knoxville. Special Collections","James D. Hoskins Library, Room 200 , Knoxville, Tennessee, 37996-4006",MS.3526,"Charlie Daniel Editorial Cartoon Collection, 1951-2012","The ""master teacher"" program doesn't have a prayer.","Daniel, Charles R. (Charlie), Jr., 1930",,personal,Creator,still image,image/jpeg,,,,,,,,,Tennessee,Tennessee,Schools,,,ACLU,,,,,,,,,,,,,charliedaniel,http://digital.lib.utk.edu/collections/danielcartooncollection,http://digital.lib.utk.edu/collections/islandora/object/cDanielTenn%3A144,http://digital.lib.utk.edu/collections/islandora/object/cDanielTenn%3A144/datastream/TN/view/The%20%22master%20teacher%22%20program%20doesn%27t%20have%20a%20prayer..jpg,"The copyright interests in this collection remain with the creator. For more information contact The University of Tennessee Libraries, Special Collections, Knoxville.","The University of Tennessee Libraries, Knoxville",2014-11-20T20:56:22Z,Phase 1
cDanielNatPol:194,daniel_NationalPolitics_0202,0012_003299_000968_0001,"University of Tennessee, Knoxville. Special Collections","James D. Hoskins Library, Room 200 , Knoxville, Tennessee, 37996-4006",MS.3526,"Charlie Daniel Editorial Cartoon Collection, 1951-2012","No, I don't want the party to call on me again.","Daniel, Charles R. (Charlie), Jr., 1930",,personal,Creator,still image,image/jpeg,,,,,,,,,National Politics,National Politics,Adlai Stevenson,,,Campaigns,,,,,,,,,,,,,charliedaniel,http://digital.lib.utk.edu/collections/danielcartooncollection,http://digital.lib.utk.edu/collections/islandora/object/cDanielNatPol%3A194,http://digital.lib.utk.edu/collections/islandora/object/cDanielNatPol%3A194/datastream/TN/view/No%2C%20I%20don%27t%20want%20the%20party%20to%20call%20on%20me%20again..jpg,"The copyright interests in this collection remain with the creator. For more information contact The University of Tennessee Libraries, Special Collections, Knoxville.","The University of Tennessee Libraries, Knoxville",2014-11-20T20:56:22Z,Phase 1
cDanielNatPol:349,daniel_NationalPolitics_0365,0012_003299_001123_0001,"University of Tennessee, Knoxville. Special Collections","James D. Hoskins Library, Room 200 , Knoxville, Tennessee, 37996-4006",MS.3526,"Charlie Daniel Editorial Cartoon Collection, 1951-2012",What will be my legacy?  See a leg!,"Daniel, Charles R. (Charlie), Jr., 1930",,personal,Creator,still image,image/jpeg,,,,,,,,,National Politics,National Politics,Bill Clinton,,,Affairs,,,,,,,,,,,,,charliedaniel,http://digital.lib.utk.edu/collections/danielcartooncollection,http://digital.lib.utk.edu/collections/islandora/object/cDanielNatPol%3A349,http://digital.lib.utk.edu/collections/islandora/object/cDanielNatPol%3A349/datastream/TN/view/What%20will%20be%20my%20legacy%3F%20%20See%20a%20leg%21.jpg,"The copyright interests in this collection remain with the creator. For more information contact The University of Tennessee Libraries, Special Collections, Knoxville.","The University of Tennessee Libraries, Knoxville",2014-11-20T20:56:22Z,Phase 1
cDanielInternat:217,daniel_International_0083,0012_003299_000514_0001,"University of Tennessee, Knoxville. Special Collections","James D. Hoskins Library, Room 200 , Knoxville, Tennessee, 37996-4006",MS.3526,"Charlie Daniel Editorial Cartoon Collection, 1951-2012",They were working for an alien power,"Daniel, Charles R. (Charlie), Jr., 1930",,personal,Creator,still image,image/jpeg,,,,,circa 1965,circa 1965,,,International Politics,International Politics,Cuba,,,Communism,,,,,,,,,,,,,charliedaniel,http://digital.lib.utk.edu/collections/danielcartooncollection,http://digital.lib.utk.edu/collections/islandora/object/cDanielInternat%3A217,http://digital.lib.utk.edu/collections/islandora/object/cDanielInternat%3A217/datastream/TN/view/They%20were%20working%20for%20an%20alien%20power.jpg,"The copyright interests in this collection remain with the creator. For more information contact The University of Tennessee Libraries, Special Collections, Knoxville.","The University of Tennessee Libraries, Knoxville",2014-11-20T20:56:22Z,Phase 1
cDanielKnoxvl:160,daniel_Knoxville_0179,0012_003299_000732_0001,"University of Tennessee, Knoxville. Special Collections","James D. Hoskins Library, Room 200 , Knoxville, Tennessee, 37996-4006",MS.3526,"Charlie Daniel Editorial Cartoon Collection, 1951-2012","Buckingham Palace, here we come!","Daniel, Charles R. (Charlie), Jr., 1930",,personal,Creator,still image,image/jpeg,,,,,,,,,Knoxville,Knoxville,John Duncan,,,Corruption,,,,,,,,,,,,,charliedaniel,http://digital.lib.utk.edu/collections/danielcartooncollection,http://digital.lib.utk.edu/collections/islandora/object/cDanielKnoxvl%3A160,http://digital.lib.utk.edu/collections/islandora/object/cDanielKnoxvl%3A160/datastream/TN/view/Buckingham%20Palace%2C%20here%20we%20come%21.jpg,"The copyright interests in this collection remain with the creator. For more information contact The University of Tennessee Libraries, Special Collections, Knoxville.","The University of Tennessee Libraries, Knoxville",2014-11-20T20:56:22Z,Phase 1
cDanielNatPol:208,daniel_NationalPolitics_0219,0012_003299_000982_0001,"University of Tennessee, Knoxville. Special Collections","James D. Hoskins Library, Room 200 , Knoxville, Tennessee, 37996-4006",MS.3526,"Charlie Daniel Editorial Cartoon Collection, 1951-2012","This isn't the St. Johns River, these are Muskie's tears!","Daniel, Charles R. (Charlie), Jr., 1930",,personal,Creator,still image,image/jpeg,,,,,,,,,National Politics,National Politics,Ed Muskie,,,Campaigns,,,,,,,,,,,,,charliedaniel,http://digital.lib.utk.edu/collections/danielcartooncollection,http://digital.lib.utk.edu/collections/islandora/object/cDanielNatPol%3A208,http://digital.lib.utk.edu/collections/islandora/object/cDanielNatPol%3A208/datastream/TN/view/This%20isn%27t%20the%20St.%20Johns%20River%2C%20these%20are%20Muskie%27s%20tears%21.jpg,"The copyright interests in this collection remain with the creator. For more information contact The University of Tennessee Libraries, Special Collections, Knoxville.","The University of Tennessee Libraries, Knoxville",2014-11-20T20:56:22Z,Phase 1
cDanielNatPol:34,daniel_NationalPolitics_0040,0012_003299_000808_0001,"University of Tennessee, Knoxville. Special Collections","James D. Hoskins Library, Room 200 , Knoxville, Tennessee, 37996-4006",MS.3526,"Charlie Daniel Editorial Cartoon Collection, 1951-2012",Political bumper stickers on the same car,"Daniel, Charles R. (Charlie), Jr., 1930",,personal,Creator,still image,image/jpeg,,,,,,,,,National Politics,National Politics,Ronald Reagan,,,Geraldine Ferraro,,,,,,,,,,,,,charliedaniel,http://digital.lib.utk.edu/collections/danielcartooncollection,http://digital.lib.utk.edu/collections/islandora/object/cDanielNatPol%3A34,http://digital.lib.utk.edu/collections/islandora/object/cDanielNatPol%3A34/datastream/TN/view/Political%20bumper%20stickers%20on%20the%20same%20car.jpg,"The copyright interests in this collection remain with the creator. For more information contact The University of Tennessee Libraries, Special Collections, Knoxville.","The University of Tennessee Libraries, Knoxville",2014-11-20T20:56:22Z,Phase 1
cDanielKnoxvl:132,daniel_Knoxville_0149,0012_003299_000704_0001,"University of Tennessee, Knoxville. Special Collections","James D. Hoskins Library, Room 200 , Knoxville, Tennessee, 37996-4006",MS.3526,"Charlie Daniel Editorial Cartoon Collection, 1951-2012",Marine Corps sue Knoxville over Iwojima knock-off,"Daniel, Charles R. (Charlie), Jr., 1930",,personal,Creator,still image,image/jpeg,,,,,1992,1992,,,Knoxville,Knoxville,Victor Ashe,,,Cherokee Bluff Drive,,,,,,,,,,,,,charliedaniel,http://digital.lib.utk.edu/collections/danielcartooncollection,http://digital.lib.utk.edu/collections/islandora/object/cDanielKnoxvl%3A132,http://digital.lib.utk.edu/collections/islandora/object/cDanielKnoxvl%3A132/datastream/TN/view/Marine%20Corps%20sue%20Knoxville%20over%20Iwojima%20knock-off.jpg,"The copyright interests in this collection remain with the creator. For more information contact The University of Tennessee Libraries, Special Collections, Knoxville.","The University of Tennessee Libraries, Knoxville",2014-11-20T20:56:22Z,Phase 1
cDanielTaxes:87,daniel_Taxes-Economy_0095,0012_003299_001392_0001,"University of Tennessee, Knoxville. Special Collections","James D. Hoskins Library, Room 200 , Knoxville, Tennessee, 37996-4006",MS.3526,"Charlie Daniel Editorial Cartoon Collection, 1951-2012",On the horns of a dilemma,"Daniel, Charles R. (Charlie), Jr., 1930",,personal,Creator,still image,image/jpeg,,,,,,,,,Taxes & Economy,Taxes & Economy,Recession,,,Inflation,,,,,,,,,,,,,charliedaniel,http://digital.lib.utk.edu/collections/danielcartooncollection,http://digital.lib.utk.edu/collections/islandora/object/cDanielTaxes%3A87,http://digital.lib.utk.edu/collections/islandora/object/cDanielTaxes%3A87/datastream/TN/view/On%20the%20horns%20of%20a%20dilemma.jpg,"The copyright interests in this collection remain with the creator. For more information contact The University of Tennessee Libraries, Special Collections, Knoxville.","The University of Tennessee Libraries, Knoxville",2014-11-20T20:56:22Z,Phase 1
cDanielInternat:242,daniel_International_0110,0012_003299_000539_0001,"University of Tennessee, Knoxville. Special Collections","James D. Hoskins Library, Room 200 , Knoxville, Tennessee, 37996-4006",MS.3526,"Charlie Daniel Editorial Cartoon Collection, 1951-2012",Saddam's Plan 'B',"Daniel, Charles R. (Charlie), Jr., 1930",,personal,Creator,still image,image/jpeg,,,,,circa 2003,circa 2003,,,International Politics,International Politics,Saddam Hussein,,,Osama Bin Laden,,,,,,,,,,,,,charliedaniel,http://digital.lib.utk.edu/collections/danielcartooncollection,http://digital.lib.utk.edu/collections/islandora/object/cDanielInternat%3A242,http://digital.lib.utk.edu/collections/islandora/object/cDanielInternat%3A242/datastream/TN/view/Saddam%27s%20Plan%20%27B%27.jpg,"The copyright interests in this collection remain with the creator. For more information contact The University of Tennessee Libraries, Special Collections, Knoxville.","The University of Tennessee Libraries, Knoxville",2014-11-20T20:56:22Z,Phase 1
cDanielNatPol:75,daniel_NationalPolitics_0081,0012_003299_000849_0001,"University of Tennessee, Knoxville. Special Collections","James D. Hoskins Library, Room 200 , Knoxville, Tennessee, 37996-4006",MS.3526,"Charlie Daniel Editorial Cartoon Collection, 1951-2012",Fiscal shape of Soc. Sec. needs figure-padding,"Daniel, Charles R. (Charlie), Jr., 1930",,personal,Creator,still image,image/jpeg,,,,,,,,,National Politics,National Politics,Social Security,,,Congress,,,,,,,,,,,,,charliedaniel,http://digital.lib.utk.edu/collections/danielcartooncollection,http://digital.lib.utk.edu/collections/islandora/object/cDanielNatPol%3A75,http://digital.lib.utk.edu/collections/islandora/object/cDanielNatPol%3A75/datastream/TN/view/Fiscal%20shape%20of%20Soc.%20Sec.%20needs%20figure-padding.jpg,"The copyright interests in this collection remain with the creator. For more information contact The University of Tennessee Libraries, Special Collections, Knoxville.","The University of Tennessee Libraries, Knoxville",2014-11-20T20:56:22Z,Phase 1
cDanielKnoxvl:147,daniel_Knoxville_0165,0012_003299_000719_0001,"University of Tennessee, Knoxville. Special Collections","James D. Hoskins Library, Room 200 , Knoxville, Tennessee, 37996-4006",MS.3526,"Charlie Daniel Editorial Cartoon Collection, 1951-2012",It's ESPN - they want to cover today's budget fight,"Daniel, Charles R. (Charlie), Jr., 1930",,personal,Creator,still image,image/jpeg,,,,,,,,,Knoxville,Knoxville,Knox County,,,Knox Budget,,,,,,,,,,,,,charliedaniel,http://digital.lib.utk.edu/collections/danielcartooncollection,http://digital.lib.utk.edu/collections/islandora/object/cDanielKnoxvl%3A147,http://digital.lib.utk.edu/collections/islandora/object/cDanielKnoxvl%3A147/datastream/TN/view/It%27s%20ESPN%20-%20they%20want%20to%20cover%20today%27s%20budget%20fight.jpg,"The copyright interests in this collection remain with the creator. For more information contact The University of Tennessee Libraries, Special Collections, Knoxville.","The University of Tennessee Libraries, Knoxville",2014-11-20T20:56:22Z,Phase 1
